210|Croque monsieur||22921||240|fast-food/croque-monsieur.jpg||||
211|Croissant au jambon||22924||200|viennoiseries/croissant-60g.jpg||||
212|Croque monsieur surgelé||22922||200|fast-food/croque-monsieur.jpg||||
213|Sandwich panini moyenne||22961||340|fast-food/panini.jpg|0|0||
214|Hot-dog|sandwich saucisse à la moutarde|22962|pas de photos|260|sans-photos.jpg|0|0||sandwich saucisse à la moutarde
215|Müesli sans/sucre moyenne|Cereale Müesli sans sucre |20062||60|cereales-pd/muesli-25g-b.jpg|0|0||Cereale Müesli sans sucre 
216|Country store de Kellogg's|muesli cereale|22523||60|cereales-pd/muesli-25g-b.jpg|0|0||muesli cereale
217|Müesli sucré (moyenne)|cereale|20063||60|cereales-pd/muesli-25g-b.jpg|0|0||cereale
218|Kellogs EXTRA chocolat|cereale|22533||60|cereales-pd/cer-petales-ble-chocolat-25g.jpg|0|0||cereale
219|Chocapic de Nestlé|cereale|22504||60|cereales-pd/cer-petales-ble-chocolat-25g.jpg|0|0||cereale
220|Céréales nesquik||22503||60|cereales-pd/cer-petales-ble-chocolat-15g.jpg||||
221|Céréales fourrées|Céréales fourrées Carrefour|22502||60|cereales-pd/cereales-fourrees-20g.jpg||||Céréales fourrées Carrefour
222|Choco Pops de Kellog's|cereale|22498||60|cereales-pd/cereales-mais-souffles25g.jpg|0|0||cereale
223|Crackles de Kellogg's|maïs soufflé au chocolat cereale|22535||60|cereales-pd/cer-riz-souffle-chocolat25g.jpg|0|0||maïs soufflé au chocolat cereale
224|Pétales de maïs au chocolat||22500||60|cereales-pd/cer-petales-ble-chocolat-25g.jpg||||
225|Chocos de Kellog's|cereale |22499||60|cereales-pd/cer-petales-ble-chocolat-25g.jpg|0|0||cereale 
226|Frosties de Kellogg's|cereales|22512||60|cereales-pd/cer-petales-mais-sucrees25g.jpg|0|0||cereales
227|Golden Grahams|cereales|22505||60|cereales-pd/cer-petales-mais25g.JPG|0|0||cereales
228|Miel pops|cereale Miel pops de Kellogg's|22506||60|cereales-pd/cereales-mais-souffles15g.jpg|0|0||cereale Miel pops de Kellogg's
229|Smacks (blé soufflé caramélisé)|Smacks de Kellogg's cereales|22507||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||Smacks de Kellogg's cereales
230|Cheerios de Nestlé|cereale|22508||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||cereale
231|Clusters de Nestlé|cereale|22509||60|cereales-pd/cer-petales-mais-sucrees25g.jpg|0|0||cereale
232|Loops de Kellogs|cereale|22530||60|cereales-pd/cer-petales-mais-sucrees25g.jpg|1|0||cereale
233|Céréales sucrées||20059||60|cereales-pd/cer-petales-mais-sucrees25g.jpg||||
234|Corn flakes|cereales|22497||60|cereales-pd/cer-petales-mais-sucrees25g.jpg|0|0||cereales
235|Fitness de Nestlé|cereales|22491||60|cereales-pd/cer-petales-mais25g.JPG|0|0||cereales
236|Rice Krispies|Rice Krispies de Kellogg's cereale|22492||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||Rice Krispies de Kellogg's cereale
237|Riz soufflé|Riz soufflé enrichi cereale|22493||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||Riz soufflé enrichi cereale
238|Blé soufflé|cereales|22495||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||cereales
239|Céréales All bran fibre plus de Kellogs||22494||60|cereales-pd/allbran-25g.jpg||||
240|Nutfeast|Nutfeast de Kellogg's cereale|22529||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||Nutfeast de Kellogg's cereale
241|Céréale Pdej au Blé complet (Type Spécial K)||20060||60|cereales-pd/cer-petales-mais-sucrees25g.jpg||||
242|Porridge (flocon avoine cuit)|Porridge nature |20061||60|cereales-pd/muesli-25g-b.jpg|0|0||Porridge nature 
243|Céréales aux fruits|Céréales aux fruits (fruit'n fibre)|21295||60|cereales-pd/cer-petales-mais-sucrees25g.jpg||||Céréales aux fruits (fruit'n fibre)
244|Kellogs EXTRA Fruits|cereale|22532||60|cereales-pd/cer-petales-mais-sucrees25g.jpg|0|0||cereale
245|Céréales au son||20802||60|cereales-pd/muesli-25g-b.jpg||||
246|Special K blé complet|cereale|23308||60|cereales-pd/cer-petales-mais25g.JPG|0|0||cereale
247|Oats (flocons avoine)|Oats de Kellogg's avoine cereale|22528||60|cereales-pd/cer-ble-souffle-25g.jpg|0|0||Oats de Kellogg's avoine cereale
248|Flocons de riz|cereale|22519||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
250|Weetabix||22525||120|pain/weetabix.JPG||||
251|Flocons de sarrasin|cereale|22513||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
252|Flocons de seigle|cereale|22514||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
253|Flocons d'orge|cereale|22515||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
254|Flocons de blé|cereale|22517||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
255|Flocons de millet|cereale|22518||0|cereales-pd/muesli-25g-b.jpg|0|0||cereale
256|Blé cuit (type Ebly) nature||23433||500|feculents/ebli-200g.jpg|0|0||
257|Tapioca cuit||23429||500|/bouillons-et-soupes/bouillon-250g.jpg||||
258|Tortillas de blé||23432||200|feculents/tortillas(p).jpg||||
259|Boulghour cru|ble concasse|23397||150|feculents/boulgour-cru(p).jpg|0|0||ble concasse
260|Tapioca cru||23425||150|vaisselle/cuillere-cafe(p).jpg||||
261|Farine de soja||22467||0|vaisselle/cuillere-soupe(p).jpg||||
262|Farine de seigle complète||20647||0|vaisselle/cuillere-soupe(p).jpg||||
263|Farine de sarrasin|sarrazin|22470||0|vaisselle/cuillere-soupe(p).jpg|0|0||sarrazin
264|Farine blanche de ble||22471||0|vaisselle/cuillere-soupe(p).jpg||||
265|Farine de maïs (maïzena)|maizena|22472||0|vaisselle/cuillere-soupe(p).jpg|0|0||maizena
266|Farine de blé complet||22477||0|vaisselle/cuillere-soupe(p).jpg||||
267|Farine de riz|fecule|22480||0|vaisselle/cuillere-soupe(p).jpg|0|0||fecule
268|Amidon de tapioca||22474||60|vaisselle/cuillere-cafe(p).jpg||||
269|Fécule de pomme de terre||22468||0|vaisselle/cuillere-cafe(p).jpg||||
270|Fécule de maïs (maïzéna)||23298||0|vaisselle/cuillere-cafe(p).jpg||||
271|Amidon de riz||22473||60|vaisselle/cuillere-cafe(p).jpg||||
272|Pâte à frire||22539|pas de photos|0|sans-photos.jpg||||
273|Pâte sablée||22536||0|quiches-tartes/pate-tarte-commerce.JPG||||
274|Pâte à pain||22540|pas de photos|0|sans-photos.jpg||||
275|Pâte brisée||22541||0|quiches-tartes/pate-tarte-commerce.JPG||||
276|Pâte levée||22542||0|quiches-tartes/pate-tarte-commerce.JPG||||
277|Pate à choux||22543||0|desserts/gateaux/chou-a-garnir(p).jpg||||
278|Pâte feuilletée de type HERTA||22544||0|quiches-tartes/pate-tarte-commerce.JPG||||
